Category	Question	Choice-1	Choice-2	Choice-3	Choice-4	Answer
People	This Prime Minister served only 9 months in office.	John A MacDonald	Robert Borden	Joe Clark	Brian Mulroney	Joe Clark
People	This Canadian Prime Minister, who served from November 15, 1948, to June 21, 1957, was born February 1, 1882 in Compton PQ.	Sir Wilfrid Laurier	Arthur Meighen	Sir Robert Borden	Louis St. Laurent	Louis St. Laurent
People	This Canadian Prime Minister is considered to be “the father of confederation.	Sir John Thompson	John Abbott	Alexander Mackenzie	Sir John A. Macdonald	Sir John A. Macdonald
People	Being the 8th Prime Minister of the country, this politician led Canada through World War I.	Louis St. Laurent	Sir Robert Borden	Richard Bennett	Sir Charles Tupper	Sir Robert Borden
People	Which Canadian Prime Ministers was born on October 18, 1919 in Montréal, Quebec?	Joe Clark	Brian Mulroney	Jean Chrétien	Pierre Elliott Trudeau	Pierre Elliott Trudeau
People	Which Canadian Prime Minister spent a record 21 years in office?	Sir Wilfrid Laurier	William Lyon Mackenzie King	Sir Charles Tupper	Sir John Thompson	William Lyon Mackenzie King
People	Which Canadian Prime Minister’s photo is on the Canadian $5 bill?	Sir John Thompson	Sir Charles Tupper	Mackenzie King	Sir Wilfrid Laurier	Sir Wilfrid Laurier
People	This Canadian Prime Ministers term was only 5 months.	Kim Cambell	John Turner	Paul Martin	Joe Clark	Kim Cambell
People	Which Canadian Prime Minister was in office in the period between November 7, 1873 and October 8, 1878?	Alexander Mackenzie	Sir Mackenzie Bowell	John Abbott	John A. Macdonald	Alexander Mackenzie
People	This 19th century womens right activist was born in England in 1853. She was a poet,  a writer and a leader in The Church of Jesus Christ of Latter-day Saints. She was also active in the Republican Party in the state of Utah.	Susan Brownell Anthony	Anna Howard Shaw	Emmeline Blanche Wells	Ruth May Fox	Ruth May Fox
People	Born Anna Mary Robertson in 1860, this famous centenarian began painting in her 70s when arthritis caused her embroidering skills to deteriorate.	Susan Anthony	Lilly Hammer	Moms Mabley	Grandma Moses	Grandma Moses
People	This actor starred in over 200 movies in his career from 1931-1989, usually playing bit parts. His more notable parts include the voice of the carnival barker in Pinocchio and his portrayal of a used car salesman in the movie Detour.	Magic Johnson	Don Paul	Don Brodie	Ruth Moore	Don Brodie
People	Robert De Niros role in Casino was based on the real life gangster Benjamin Bugsy Siegel.	True	False			False
People	Mickey Featherstone, member of  an organized crime gang the Westies, fled to Canada to avoid being drafted into Vietnam.	False	True			False
People	Mobster Tommy DeSimone attempted to rape Henry Hills wife, Karen Hill, while Henry Hill was in prison. Who was Karen having an affair with at the time?	Gino Alvera	Billy Batts	Paul Vario	John Gotti	Paul Vario
People	Mob lawyer Frank Ragano claimed that this Florida mob boss was involved in JFKs assassination.	Jimmy Burke	Santo Trafficante Jr.	Paul Castellano	Carlo Gambino	Santo Trafficante Jr.
People	Sonny Black of the Bonano family murdered Sonny Red who also belonged to the Bonano family.	True	False			True
People	Were Tommy DeSimone, Henry Hill, or Jimmy Burke ever made members of the Mafia?	No	Yes			No
People	Stephen Cranes war novel The Red Badge of Courage is set during this war.	WWII	Spanish–American War	American Civil War	Revolutionary War	American Civil War
People	What 1977 sci-fi classic is one of the few films both written and directed by Steven Spielberg?	A.I. Artificial Intelligence	War of the Worlds	Close Encounters of the Third Kind	E.T. the Extra-Terrestrial	Close Encounters of the Third Kind
People	Stephen King published several short novels, such as Rage, The Long Walk, and Roadwork under this pen name.	Richard Bachman	John Swithen	Acton Bell	Nicholas Blake	Richard Bachman
People	What 1984 hit single from the movie The Woman in Red earned Stevie Wonder an Academy Award for Best Original Song?	I Just Called to Say I Love You	You Are the Sunshine of My Life	Superstition	From the Bottom of My Heart	I Just Called to Say I Love You
People	What famous American musician, known for his trademark scarves, was born Steven Victor Tallarico in New York, NY in 1948?	Stevie Wonder	Steven Tyler	Stevie Ray Vaughan	Steven Adler	Steven Tyler
People	What actor is not correctly paired with the movie in which he starred?	Steve Martin - Father of the Bride	Steve McQueen -The Magnificent Seven	Steve Buscemi - The Big Lebowski	Steven Seagal - The Delta Force	Steven Seagal - The Delta Force
People	What late-night NBC talk show was hosted by Steve Allen from 1954 to 1957?	Saturday Night Live	Meeting of Minds	Smile Time	The Tonight Show	The Tonight Show
People	What actor won a Golden Globe for the leading role of Michael Scott in the American adaptation of the British series The Office?	Steve Martin	Steve Krasinski	Steve Carell	Steve Buscemi	Steve Carell
People	In 1990, rock drummer Steve Adler was fired from this band because he was unable to perform well during the recording session of the song Civil War.	Guns N Roses	Alcatrazz	Pearl Jam	AC/DC	Guns N Roses
People	What Greek mythical hero did American bodybuilder and actor Steve Reeves portray in a 1958 movie?	Theseus	Achilles	Hercules	Prometheus	Hercules
People	Who wrote the plays Pericles Prince of Tyre, Cymbeline and Titus Andronicus?	Richard Sheridan	William Shakespeare	Christopher Marlowe	Ben Jonson	William Shakespeare
People	What playwright wrote Tambourlaine, Dido and Edward II?	William Shakespeare	Christopher Marlowe	Richard Sheridan	Ben Jonson	Christopher Marlowe
People	Volpone, The Alchemist and Sejanus are plays by this dramatist.	Richard Sheridan	Ben Jonson	Christopher Marlowe	William Congreve	Ben Jonson
People	Who penned the plays The Rivals, The School for Scandal, Pizarro and The Critic?	Ben Jonson	Richard Sheridan	Christopher Marlowe	William Congreve	Richard Sheridan
People	What playwright is the author of The Way of the World, The Mourning Bride and Love for Love?	William Congreve	Christopher Marlowe	Richard B. Sheridan	Ben Jonson	William Congreve
People	Hedda Gabler, The Wild Duck, An Enemy of the People and Ghosts are plays written by this playwright.	Heinrich Ibsen	George Bernard Shaw	Anton Chekhov	Sean OCasey	Heinrich Ibsen
People	What playwright penned Waiting for Lefty, Golden Boy, Till the Day I Die and Awake and Sing?	Samuel Beckett	Clifford Odets	J.D. Salinger	Eugene Ionesco	Clifford Odets
People	Who is the author of the plays Nathan the Wise, The Education of Mankind, The Freethinker?	Gotthold Lessing	Doris Lessing	Dorothy Lessing	J.D. Salinger	Gotthold Lessing
People	The Killer, A Stroll in the Air, Rhinoceros and Hunger and Thirst are plays by this dramatist.	Eugene Ionesco	Edmond Rostand	Samuel Beckett	Jean-Baptiste Poquelin	Eugene Ionesco
People	What playwright is the author of The Misanthrope, The Miser, Tartuffe and The School for Wives?	Jean-Baptiste Poquelin	Voltaire	Edmond Rostand	None of these	Jean-Baptiste Poquelin
People	Name the author of the plays Cyrano de Bergerac, Les Romanesques, Chantecler.	Voltaire	none of these	Jean-Baptiste Poquelin	Edmond Rostand	Edmond Rostand
People	Waiting for Godot, Krapps Last Tape, Happy Days, Catastrophe are some of the plays written by this playwright.	none of these	Eugene Ionesco	Edmond Rostand	Samuel Beckett	Samuel Beckett
People	Who is the author of the plays Oedipe, Eriphile, Mahomet and Naine?	None of these	Jean-Baptiste Poquelin	Edmond Rostand	Moliere	None of these
People	What novel by Joseph Heller is a sequel to Catch-22 and revisits some characters of the original, including Yossarian and Milo Minderbinder?	Closing Time	Something Happened	Portrait of an Artist, as an Old Man	Good as Gold	Closing Time
People	Joseph Conrad, the author of the popular novel Heart of Darkness, is regarded as one of the greatest novelists in the English language, although he did not learn to speak English fluently until he was in his twenties. What was his native language?	Czech	French	Hungarian	Polish	Polish
People	Joseph Haydn, often called the Father of the Symphony, was one of the most prominent composers of this period.	Classical period	Baroque	Romantic period	Medieval period	Classical period
People	In 1939, Soviet leader Josef Stalin signed a non-aggression pact with Nazi Germany which was violated when Germany invaded the Soviet Union during WWII. What was the code name for this invasion?	Operation Kremlin	D-Day	Operation Silver Fox	Operation Barbarossa	Operation Barbarossa
People	Who recorded the song We Didnt Start the Fire that makes reference to headline events and mentions Joe DiMaggio, Josef Stalin and Joseph McCarthy?	Billy Joel	Bob Dylan	David Bowie	Bruce Springsteen	Billy Joel
People	US Senator Joseph McCarthy gained national attention and began his anti-communist pursuits with a famous speech delivered on this day in 1950.	Memorial Day	Columbus Day	St. Patrics Day	Lincoln Day	Lincoln Day
People	What was Joe DiMaggios uniform number retired by the Yankees in 1952?	52	5	1	3	5
People	At the start of World War II, Joseph P. Kennedy, Sr., the patriarch of the prominent political clan, served as the United States Ambassador to this country.	The Soviet Union	France	The United Kingdom	Germany	The United Kingdom
People	What 18th-century British theologian, natural philosopher and educator is credited with the discovery of oxygen?	Joseph John Thomson	Joseph Priestly	Joseph Campbell	Joseph Boor	Joseph Priestly
People	What British physicist was awarded the Nobel Prize for the discovery of the electron and his work on the conduction of electricity in gases?	Joseph Jacobs	Joseph Priestley	Joseph John Thomson	Joseph DeRisi	Joseph John Thomson
People	What was the goal of Roosevelts New Deal program?	start government programs that would help the economy recover	provide relief to people too poor to adequately meet the basic necessities of life.	make reforms that would improve society and the economy	all of these	all of these
People	In a famous statement from his first inaugural address, President Roosevelt said that this was the only thing Americans had to fear.	fear itself	foreign economic epidemics	too much government intervention in the economy	greedy bankers and financiers	fear itself
People	The Public Works Administration (PWA), that was created as part of the New Deal program, attempted to improve the economy by which of the following?	None of these	allowing banks to give low interest rates on loans for construction projects	hiring many unemployed people to build schools, roads, etc.	reducing the amount of government money spent on infrastructure	hiring many unemployed people to build schools, roads, etc.
People	Which of the following US population groups was LEAST likely to support Roosevelt and the New Deal?	poor whites	farmers	African Americans	upper middle class whites	upper middle class whites
People	Why did many people criticise the Agricultural Adjustment Act (AAA) of 1933?	Gave aid only to Caucasian farmers	Paid farmers to grow less than previously	Encouraged overproduction by farmers	Gave all farmers very large subsidies	Paid farmers to grow less than previously
People	President Roosevelt skillfully communicated with the American people through which of the following?	use of television for the first time in US politics	frequent train trips throughout the nation in which he spoke at many gatherings	radio fireside chats	weekly newspaper column called Why a New deal?	radio fireside chats
People	Which of these was created by Roosevelt to insure that the stock market was properly regulated?	Investigative branch of the Treasury Department	financial and securities branch of the Federal Bureau of Investigation	Securities and Exchange Commission	enlarged Justice Department	Securities and Exchange Commission
People	Although it did not happen, many Americans feared that the Great Depression would greatly increase the power of this political party.	The Black Power Party	The Democratic Party	The Communist Party of the USA	The American Labor Party	The Communist Party of the USA
People	George W. Bush, who became U.S. President in 2001, was born in which city?	Midland, USA	Houston, Texas, USA	Washington DC, USA	New Haven, Connecticut, USA	New Haven, Connecticut, USA
People	In 2004, George W. Bush was reelected as which U.S. President in succession?	The 43rd president	The 40th president	The 53rd president	The 33rd president	The 43rd president
People	In 2002, U.S. President  George W. Bush told British Prime Minister Tony Blair that the problem with the French is that they dont have a word for entrepreneur.	False	True			False
People	In 1968 George W. Bush obtained a bachelor’s degree in history from which university?	Harvard University	Yale University	Harvey	University of Texas	Yale University
People	U.S. President George W. Bush was the first Governor in Texas that was elected to two 4-year terms in a row.	True	False			True
People	In 1975, U.S. President George W. Bush received a masters degree in business administration from which university?	Texas AM	University of Texas	Harvard Business School	Princeton	Harvard Business School
People	U. S. President George W. Bush is the son of George H. W. Bush, who served as U.S. President from 1989 to 1993. However, who were the first father and son, who both served as U. S. Presidents?	None of these	John Adams and John Quincy Adams	Theodore Roosevelt and Franklin D. Roosevelt	William Henry Harrison and Benjamin Harrison	John Adams and John Quincy Adams
People	An act of terrorism totally outside the bounds of international law and diplomatic tradition, a crisis that calls for firmness and restraint. is a quote by U. S. President George W. Bush.	True	False			False
People	After the 2000 presidential elections, Richard B. Cheney became U.S. Vice President under President George W. Bush.	False	True			True
People	Which of these was the tallest U.S. President?	Millard Fillmore	Abraham Lincoln	James Garfield	William Henry Harrison	Abraham Lincoln
People	George Washington was related to which other US President?	John Adams	William Henry Harrison	Thomas Jefferson	James Madison	James Madison
People	George Washington was related to  which King of England?	Henry VIII	King George I	William the Conqueror	King Edward III	King Edward III
People	George Washington was of small to medium stature.	True	False			False
People	Which of the following is true regarding George Washingtons teeth by the time he was inaugurated as president?	He had a full set of natural teeth.	He had lower teeth, upper wooden dentures.	He had one tooth remaining.	He had wooden dentures.	He had one tooth remaining.
People	How many children did George Washington have?	One	Three	None	Two	None
People	Where was George Washington born?	England	Virginia	Philadelphia	France	Virginia
People	What was George Washingtons first occupation?	Attorney	Planter	Vicar	Land Surveyor	Land Surveyor
People	What was the name of George Washingtons wife?	Martha Dandridge Custice	Betsy Fauntleroy	Sally Fairfax	Mary Philipse	Martha Dandridge Custice
People	George Washington served in both the Virginia Militia and the Continental Army.	False	True			True
People	Mount Vernon was built for which of the following reasons?	to serve as headquarters for the Virginia Militia.	to serve as headquarters for George Washington after he became president	to serve as headquarters for the Continental Army	None of these	None of these
People	In what year was George Washington elected president?	1790	1778	1776	1789	1789
People	Which of the following did George Washington not accomplish?	Established the Supreme Court	Established Department of State, War, and Treasury	Alien and Sedition Acts	Established office of Postmaster General, Established the Census	Alien and Sedition Acts
People	Was George Washington assassinated?	No	Yes			No
People	Maria or Mary is probably the most popular name around the world. What does it mean?	Virgin	Bitterness	Chosen one	Mother	Bitterness
People	What is the meaning of the very popular name Mark?	Royal	Sign	Warlike	Letter	Warlike
People	What does the name Steven or Stephen mean?	Wisdom	Crown	Battle	Step	Crown
People	The names Christina, Christoper and their derivatives all come from the name of Christ. What does it mean?	Lamb	Messiah	Son of God	Savior	Messiah
People	The names Nicole, Niki, Nicolas come from the old name Nicholas. What is the meaning of this name?	No more pain	Crown of glory	Never give up	Victory of the people	Victory of the people
People	What is the meaning of the very common name John?	Teacher	River	God is gracious	God be with us	God is gracious
People	Ann, Anne, Annabel, Anita are names derived from the Latin name Anna. What does this name mean?	Mother	Beautiful	Heavenly	Gracious	Gracious
People	What is the meaning of the name Natalie?	First born	Chosen one	Born at Easter	Born at Christmas	Born at Christmas
People	Peter is quite a common name around the world with many variations. What is its meaning?	Betrayal	Father	Rock	First	Rock
People	What is the meaning of the name George which has variants in dozens of languages?	Fighter	King	Victory	Farmer	Farmer
People	This former President died exactly 34 years following President Trumans death.	Gerald Ford	Lyndon B. Johnson	Ronald Reagan	Richard M. Nixon	Gerald Ford
People	What was the name of the song recorded by Chicago in 1975 in memory of Harry S. Truman?	Besss Man Harry	Harry S.	Givem Hell Harry	Harry Truman	Harry Truman
People	How old was Harry Trumans wife, Bess Truman, when she died in 1982?	97	92	99	101	97
People	In the television show The Simpsons, Harry Truman is on the million dollar bill.	False	True			False
People	Alben Barkley served as  Vice President under Harry S. Truman from 1949-1953.  Who served as Trumans Vice President from 1945-1949?	George C. Marshall	Henry Wallace	no one	Adlai Stevenson	no one
People	During the 1952 Presidential campaign, then exiting President Harry Truman had a nickname for Presidential candidate Estes Kefauver whom he disliked and distrusted. What was that nickname?	enemy estes	Crooked Kefauver	key flapper	cow fever	cow fever
People	Harry and Bess Truman were he first senior citizens to receive medicare cards. They received them in the mid-60s from then President LBJ.	False	True			True
People	In 1956, Harry Truman received an honorary degree in Civil Law from this University.	Oxford University	Harvard	Cambridge	University of Chicago	Oxford University
People	When Harry Truman left the Presidency he was highly regarded by the American people.	False	True			False
People	What was the nickname of the third child of John I of Portugal – Prince Henry, who was responsible for the beginning of the European worldwide explorations?	The Navigator	The Voyager	The Explorer	The Discoverer	The Navigator
People	The rounding of the Cape of Good Hope in 1488 was a major milestone in the attempts by the Portuguese to establish direct trade relations with the Far East. Who was the first European to reach The Cape?	Bartolomeu Dias	Amerigo Vespucci	Christopher Columbus	Vasco da Gama	Bartolomeu Dias
People	In his initial voyage in 1492, in an attempt to find a shorter and more direct trade route to Asia, Christopher Columbus found what was called a “New World”. What is the territorys present day name?	Asia	Australia	America	Antarctica	America
People	What were the carrack and caravel, whose development in the 15th century in Portugal enabled more widespread exploration of the world?	types of compasses	more detailed maps	new types of fuel	types of ships	types of ships
People	Who was the Portuguese explorer that commanded the first ships to sail directly from Europe to India?	Bartolomeu Dias	Pedro Álvares Cabral	Vasco da Gama	Ferdinand Magellan	Vasco da Gama
People	Commissioned to establish permanent commercial relations and to introduce Christianity wherever he went, Portuguese explorer Pedro Álvares Cabral left Lisbon on 9 March 1500 with a fleet of thirteen ships and discovered what present day territory?	Brazil	Argentina	The Madeira Islands	The Azores	Brazil
People	The name of the largest ocean, the Pacific Ocean, is derived from the Latin name “Mare Pacificum”, which means peaceful sea. Who gave the ocean this name?	Charles Darwin	Ferdinand Magellan	Mariana Trench	Vasco Núñez de Balboa	Ferdinand Magellan
People	Who completed the first circumnavigation of the globe in a single expedition in September 1522?	Juan Sebastián Elcano	Ferdinand Magellan	Vasco da Gama	Marco Polo	Juan Sebastián Elcano
People	In 1519, in search of the Spice Islands, Portuguese navigator Ferdinand Magellan set out on an expedition with 241 men on five ships, called Concepción, San Antonio,Trinidad, Victoria and what else?	Titanic	Tobago	São Gabriel	Santiago	Santiago
People	Which of the following happened first chronologically?	The Madeira Islands were discovered in the Atlantic ocean.	October 1492	Vasco Nunez de Balboa discovered the Pacific Ocean.	Christopher Columbus discovered America.	The Madeira Islands were discovered in the Atlantic ocean.
People	The name John originates from the Hebrew name Yohannan. What does Yohannan mean?	Yahweh is Lord	Yahweh is Great	Yahweh is Gracious	Yahweh is the King	Yahweh is Gracious
People	Eoin is a version of the name John.	Yes	No			Yes
People	John is a slang term meaning prostitute.	False	True			False
People	Did John Loren Sandford write a book titled Dark  of the Moon?	No	Yes			No
People	This Italian-American gangster ran the streets of Chicago during the Prohibition years and orchestrated the most notorious gangland killing of the 20th century.	Bugs Moran	Joe Bonanno	Al Capone	Henry Hill	Al Capone
People	What was Joseph Bonannos nickname?	Joe Bono	Joe Bananas	Ace	The Kid	Joe Bananas
People	Carlo Gambinos family belonged to the Honored Society, a criminal brotherhood that used codes of honor and millions of Italian Lira to control illegal businesses in Sicily.	False	True			True
People	This NY mobster was nicknamed The Chin and was often seen wandering the streets of Greenwich Village in his bathrobe and slippers, mumbling incoherently to himself.	Bugsy Siegel	Micky Spillane	Vincent Gigante	Bugs Moran	Vincent Gigante
People	This Chinese eunuch is controversially regarded as the inventor of paper.	Zhang Xuan	Lao Tsun	Cai Lun	Liu Sheng	Cai Lun
People	What American scientist invented the phonograph, the motion picture camera, and the long-lasting electric light bulb?	Robert Fulton	Samuel Morse	Thomas Edison	Michael Faraday	Thomas Edison
People	What is the name of the German scientist who invented the X-ray machine?	Otto Lilienthal	Gerhard Sessler	Wilhelm Roentgen	Felix Hoffmann	Wilhelm Roentgen
People	This scientist discovered insulin and called it pancreatine.	Nicolae Paulescu	Roger Bacon	Bela Schick	Ira Remsen	Nicolae Paulescu
People	This American engineer is known as the inventor of the microwave oven.	Percy Spencer	Arthur M. Young	Almon Strowger	Edwin H. Land	Percy Spencer
People	What is the name of the man who invented dynamite?	Alfred Nobel	Isaac Newton	Karl von Reichenbach	J. Robert Oppenheimer	Alfred Nobel
People	This American physicist invented the first automatic programmable electronic digital computer.	Edwin H. Armstrong	John Vincent Atanasoff	Henri Coanda	Alexander Graham Bell	John Vincent Atanasoff
People	What is the name of the Italian maker of musical instruments who is considered the inventor of the piano?	Luigi Palmieri	Antonio Meucci	Bartolomeo Cristofori	Enrico Fermi	Bartolomeo Cristofori
People	What is the name of the philologist who invented the Esperanto language?	William Murdoch	Whitcomb Judson	Ludwik Lazarz Zamenhof	Jean-Joseph Etienne Lenoir	Ludwik Lazarz Zamenhof
People	Who is credited with the discovery of penicillin?	Howard Walter Florey	Alexander Fleming	All of these	Ernst Boris Chain	Alexander Fleming
People	Which is correctly ranked highest to lowest	Marquess, Earl, Baron, Knight	Marquess, Baron, Earl, Knight	Earl, Marquess, Baron, Knight	Earl, Marquess, Knight, Baron	Marquess, Earl, Baron, Knight
People	In Chinese nobility, the equivalent of a Count is called:	Zi	Gong	Nan	Bo	Bo
People	The highest ranked title in British Nobility is:	Duke	Earl	Viscount	Marquess	Duke
People	In Germany, a Kaiser is a:	Duke	Emperor	Knight	Prince	Emperor
People	The collective peerage of Japan is known as:	Daimyo	Meiji	Kuge	Kazoku	Kazoku
People	The Russian nobility were required to wear a kind of uniform at Court.	True	False			True
People	In Korea, a Panseo is a:	Duke	Marquis	Viscount	Baron	Viscount
People	In Belgium, nobility titles are still granted by the King of the Belgians.	True	False			True
People	In Fiji the nobility consists of:	Princes	Chiefs	Lords	All of the above	Chiefs
People	How long did Queen Victoria reign?	74 years	51 years	63 years	None of these	63 years
People	Who was Queen Victorias spouse and consort?	Prince Edward	King Gerorge IVI	King Charles I	Prince Albert	Prince Albert
People	How many children did Queen Victoria have?	1	0	9	7	9
People	After her husbands death in 1861, Queen Victoria only wore almost entirely black for the remainder of her life.	False	True			True
People	What other title did Queen Victoria of England have?	Princess of Crete	Princess of Norway	Empress of India	Baroness of Scotland	Empress of India
People	By what moniker was Queen Victoria known?	Mrs. Brown	Grandmother of Europe	Queen Mum	Vicky	Grandmother of Europe
People	Queen Victoria was the first monarch to live in Kensington Palace.	True	False			False
People	Queen Victoria died of typhoid fever.	True	False			False
People	Who succeeded Queen Victoria on the British throne?	King George V	Queen Elizabeth II	King Edward VII	King George IV	King Edward VII
People	Slavery was banned in all of the British empire under Queen Victoria.	False	True			True
People	Where is Queen Victoria buried?	Braemar Scotland	Westminster Abbey	Arlington National Cemetary	Frogmore, Windsor	Frogmore, Windsor
People	How many lives is Ronald Reagan credited for saving while a life guard?	29	45	108	77	77
People	Ronald Reagan held many jobs, one of which was in sports. What was this job?	professional football player	Olympic track runner	professional baseball player	sports caster	sports caster
People	Which of these was Ronald Reagans favorite candy?	Jelly Beans	Chocolate	lollipops	gum	Jelly Beans
People	During World War II Ronald Reagan made training videos for the US Army Air Corps.	True	False			True
People	Ronald Reagan was originally a member of the Democratic party.	False	True			True
People	In which middle eastern country did terrorists attack an American marine barracks during the Ronald Reagan administration?	Iraq	Iran	Israel	Lebanon	Lebanon
People	What was the name of the man who shot Ronald Reagan in 1981?	John Hinckley	Lee Harvy Oswald	Jame Earl Ray	John Wilkes Booth	John Hinckley
People	What US president had a daughter named Margaret who became a successful writer of fiction and non-fiction books?	John F. Kennedy	Flanklin D. Roosevelt	Harry S. Truman	Dwight D. Eisenhower	Harry S. Truman
People	A former schoolteacher, this actress gained fame for her portrayal of The Wicked Witch of the West in the 1939 film The Wizard of Oz.	Margaret Hamilton	Margaret Rutherford	Margaret OBrien	Margaret Wright	Margaret Hamilton
People	Which author is not correctly matched with the novel she wrote?	Margaret Drabble - The Millstone	Margaret Mitchel - Gone with the Wind	Margaret Moore - The Blind Assassin	Margaret Atwood - Lady Oracle	Margaret Moore - The Blind Assassin
People	Name the famous author whose granddaughter committed suicide one day before the anniversary of his own suicide.	John OBrien	Ernest Hemingway	Jack London	Edgar Alan Poe	Ernest Hemingway
People	What event occurred six days after Marguerite de Valois (Queen Margot) marriage to Henry de Bourbon, the King of Navarre?	The Thermidorian Reaction	Womens March on Versailles	The storming of the Bastille	Saint Bartholomews Day	Saint Bartholomews Day
People	What war was the UK involved in during Margaret Thatchers tenure as Prime Minister?	The War in Bosnia and Herzegovina	The Gulf War	The Falklands War	The Vietnam War	The Falklands War
People	This Academy Award-winning actress starred opposite Judy Garland in the 1944 romantic musical film Meet Me in St. Louis.	Margaret Hamilton	Margaret Truman	Margaret OBrien	Margaret Sullivan	Margaret OBrien
People	Margaret Rutherford won an Academy Award for Best Supporting Actress for this movie, starring Elizabeth Taylor and Richard Burton.	The V.I.P.s	Cleopatra	Whos Afraid of Virginia Wolf?	The Taming of the Shrew	The V.I.P.s
People	This American cultural anthropologist, who was a featured writer and speaker in the mass media throughout the 1960s and 1970s, was a proponent of broadened sexual mores.	Margaret Truman	Margaret Mead	Margaret Reed	Margaret Hill	Margaret Mead
People	The Master and Margarita, which many critics regard as one of the greatest novels of the 20th century, tells the story of a visit by the Devil to a fervently atheistic society. In what country is the novel set?	The Soviet Union	Israel	East Germany (The German Democratic Republic)	China	The Soviet Union
People	What was the real first name of the infamous pirate Blackbeard?	William	Patrick	Edward	Roger	Edward
People	Where did Blackbeards famous ship sink?	Bermuda	The coast of Florida	The Coast of the Carolinas	The Caribbean	The Coast of the Carolinas
People	How long was Blackbeards reign of terror?	3 years	2 years	5 years	Almost 10 years	2 years
People	Blackbeard is considered the most successful pirate of all time.	True	False			False
People	A wreck which was claimed to be Blackbeards ship was discovered near North Carolina in 1978.	False	True			False
People	In what year did Blackbeard die?	1718	1716	1725	1721	1718
People	What American city did Blackbeard successfully blockade in his most daring and famous act?	Chesapeake Bay	Fort Lauderdale	Charlston	Raleigh	Charlston
People	After Blackbeard died, he was beheaded and his head was suspended from the ship of his captor.	False	True			True
People	What uniform number did baseball player Johnny Bench wear while with the Reds?	14	5	15	10	5
People	Len Dawson, who played quarterback for the KC Chiefs, wore number 16.	True	False			True
People	Jerry Rice wore number 82 when he played for the San Francisco 49ers.	False	True			False
People	What was the uniform number of Carlton Fisk when he played for the Chicago White Sox?	8	72	7	27	72
People	Bobby Hull wore number 9 when he played for the NHL team the Chicago Blackhawks.	True	False			True
People	What number did football quarterback Brian Griese wear while playing for the Chicago Bears (2006-2007)?	12	11	10	14	14
People	What number did Billy White Shoes Johnson wear when he played for the Houston Oilers?	81	88	84	85	84
People	Which of these players did not wear number 32?	Magic Johnson	O.J. Simpson	Jim Brown	Nolan Ryan	Nolan Ryan
People	Mother Teresa was a citizen of the United States of America.	True	False			True
People	What subjects did Mother Teresa teach, from 1930 to 1948, at St. Marys High School in Calcutta.	Reading and Writing	Theology and Psychology	Maths and Science	Geography and Catechism	Geography and Catechism
People	In her Nobel Prize acceptance speech, Mother Teresa declared, Abortion is the worst evil, and the greatest enemy of peace. However, she did admit that in some situations abortion may be necessary, after she learned that more than 450,000 women in East Pakistan (now Bangladesh) had been systematically raped, in the aftermath of the Bangladesh Liberation War.	True	False			False
People	What leading author of the Victorian era stated, Friendship is the inexpressible comfort of feeling safe with a person, having neither to weigh thoughts nor measure words.?	Oscar Wilde	Charles Dickens	George Eliot	William Blake	George Eliot
People	This famous philosopher and teacher of Alexander the Great said, Happiness depends upon ourselves.	Plato	Confucius	Aristotle	Socrates	Aristotle
People	What prolific American author does this quote belong to: Once can never consent to creep when one feels an impulse to soar.?	Ernest Hemingway	H.G. Wells	Helen Keller	Annie Sullivan	Helen Keller
People	What famous cartoonist said, Just remember when you are over the hill, you begin to pick up speed.?	George Burns	Walt Disney	Charles Schulz	Matt Groening	Charles Schulz
People	What exponent of the Arts and Crafts movement stated, There is no failure except in not trying.?	Pablo Picasso	Winston Churchill	Carl Lewis	Elbert Hubbard	Elbert Hubbard
People	What spiritual leader of his country made the following statement, We must be the change we wish to see in the world.?	Indira Gandhi	Abraham Lincoln	Mohandas Gandhi	Dalai Lama	Mohandas Gandhi
People	What Oscar and Emmy Award winner said, All of our dreams can come true, if we have the courage to pursue them.?	Helen Hayes	Walt Disney	John Wayne	Katharine Hepburn	Walt Disney
People	Name the famous lady who made the following witty remark: An archaeologist is the best husband a woman can have. The older she gets, the more he is interested in her.	Agatha Christie	Katharine Hepburn	Emily Bronte	Oprah Winfrey	Agatha Christie
People	What Irish playwright and author said, I can resist everything except temptation.?	G. B. Shaw	Oscar Wilde	Roald Dahl	James Joyce	Oscar Wilde
People	What political leader and noted orator is quoted here: A politician needs the ability to foretell what is going to happen tomorrow, next week, next month, and next year. And to have the ability afterwards to explain why it didnt happen.?	Harry S. Truman	Margaret Thatcher	Winston Churchill	Nelson Mandela	Winston Churchill
People	Tommy Lee from the band Motley Crue was married to this actress before he met Pamela Anderson.	Heather Locklear	Carmen Electra	Erika Eleniak	Tara Reid	Heather Locklear
People	Why did President Thomas Jefferson prefer writing to public speaking, and gave only two public speeches during his Presidency?	He had a stage fright	He had a speech defect	He didnt like talking	He had a facial deformation	He had a speech defect
People	Who had previously owned the Bel Air mansion bought by Sir Tom Jones upon moving to the United States in 1974?	Kirk Douglas	Hugh Hefner	Dean Martin	Elvis Presley	Dean Martin
People	Which of these words was coined by Sir Thomas More, who is regarded as one of the most influential Renaissance humanist scholars?	Utopia	Superman	Alter ego	Psychoanalysis	Utopia
